"year","id","sex","terr","adjlat","adjlong","subpop","inb","off_mat","nmates","pkins"
"2006","4996","1","135","200","116","R2","0","0","0",NA
"2005","4997","1","129","222","164","R2","0","0","0",NA
"2006","4997","1","83","136","227","R2","0","4","3","0"
"2007","4997","1","83","136","227","R2","0","0","0",NA
"2005","4998","1","148","208","50","R2","0","0","0",NA
"2006","4998","1","148","208","50","R2","0","0","0",NA
"2007","4998","1","146","192","41","R2","0","0","0",NA
"2005","4999","2","38","889","972","R1E","0","0","0",NA
"2006","4999","2","38","889","972","R1E","0","0","0",NA
"2006","5000","2","31","826","815","R1E","0","0","0",NA
"2007","5000","2","31","826","815","R1E","0","0","0",NA
"2006","5001","2","17","864","1026","R1E","0","0","0",NA
"2007","5001","2","17","864","1026","R1E","0","0","0",NA
"2006","5004","2","58","903","963","R1E","0","0","0",NA
"2007","5004","2","58","903","963","R1E","0","0","0",NA
"2006","5005","1","75","921","1043","R1E","0.00109195709228516","0","0",NA
"2007","5005","1","75","921","1043","R1E","0.00109195709228516","0","0",NA
"2005","5008","2","269","735","881","R1E","0","0","0",NA
"2006","5008","2","269","735","881","R1E","0","2","0",NA
"2007","5008","2","271","755","896","R1E","0","0","0",NA
"2006","5010","1","55","875","804","R1E","0","0","0",NA
"2007","5010","1","73","911","800","R1E","0","0","0",NA
"2006","5011","1","263","700","787","R1E","0","0","0",NA
"2007","5011","1","263","700","787","R1E","0","0","0",NA
"2006","5012","1","270","740","879","R1E","0","0","0",NA
"2007","5012","1","270","740","879","R1E","0","0","0",NA
"2005","5013","2","22","812","898","R1E","0","0","0",NA
"2006","5013","2","22","812","898","R1E","0","1","1","0"
"2007","5013","2","22","812","898","R1E","0","0","0",NA
"2006","5015","1","24","844","882","R1E","0","0","0",NA
"2007","5015","1","24","844","882","R1E","0","0","0",NA
"2006","5016","2","275","776","861","R1E","0","0","0",NA
"2007","5016","2","274","775","911","R1E","0","0","0",NA
"2006","5017","1","52","879","822","R1E","0","0","0",NA
"2007","5017","1","52","879","822","R1E","0","0","0",NA
"2006","5018","1","56","907","991","R1E","0","0","0",NA
"2007","5018","1","56","907","991","R1E","0","0","0",NA
"2006","5019","2","32","868","984","R1E","0","0","0",NA
"2007","5019","2","32","868","984","R1E","0","0","0",NA
"2006","5020","1","268","747","920","R1E","0","0","0",NA
"2007","5020","1","268","747","920","R1E","0","0","0",NA
"2005","5021","2","115","1011","822","R1E","0","0","0",NA
"2006","5021","2","115","1011","822","R1E","0","1","1","0"
"2007","5021","2","115","1011","822","R1E","0","0","0",NA
"2006","5022","1","19","842","966","R1E","0","0","0",NA
"2007","5022","1","19","842","966","R1E","0","0","0",NA
"2006","5024","2","289","290","641","SSW","0","0","0",NA
"2007","5024","2","289","290","641","SSW","0","0","0",NA
"2006","5025","1","30","833","826","R1E","0","0","0",NA
"2007","5025","1","30","833","826","R1E","0","0","0",NA
"2006","5026","1","61","940","903","R1E","0","0","0",NA
"2007","5026","1","61","940","903","R1E","0","0","0",NA
"2006","5030","1","120","1090","830","R1E","0","0","0",NA
"2007","5030","1","120","1090","830","R1E","0","0","0",NA
"2006","5031","2","272","770","906","R1E","0","0","0",NA
"2007","5031","2","272","770","906","R1E","0","0","0",NA
"2006","5034","1","102","974","912","R1E","0","0","0",NA
"2007","5034","1","102","974","912","R1E","0","0","0",NA
"2006","5036","2","104","999","909","R1E","0","0","0",NA
"2007","5036","2","162","230","148","R2","0","0","0",NA
"2006","5038","1","61","940","903","R1E","0","0","0",NA
"2007","5038","1","61","940","903","R1E","0","0","0",NA
"2006","5039","1","147","387","791","R1W","0.0139369964599609","0","0",NA
"2007","5039","1","236","568","813","R1W","0.0139369964599609","0","0",NA
"2005","5040","2","307","168","493","SSW","0.220375061035156","0","0",NA
"2006","5040","2","307","168","493","SSW","0.220375061035156","3","2","0"
"2007","5040","2","307","168","493","SSW","0.220375061035156","0","0",NA
"2006","5043","2","121","1077","774","R1E","0","0","0",NA
"2007","5043","2","121","1077","774","R1E","0","0","0",NA
"2005","5046","1","19","842","966","R1E","0","0","0",NA
"2006","5046","1","19","842","966","R1E","0","2","2","0"
"2007","5046","1","21","838","953","R1E","0","0","0",NA
"2006","5047","1","305","186","516","SSW","0","0","0",NA
"2007","5047","1","305","186","516","SSW","0","0","0",NA
"2006","5049","1","304","207","524","SSW","0","0","0",NA
"2007","5049","1","304","207","524","SSW","0","0","0",NA
"2006","5050","2","287","108","496","SSW","0","0","0",NA
"2007","5050","2","287","108","496","SSW","0","0","0",NA
"2005","5051","1","123","1048","822","R1E","0","0","0",NA
"2006","5051","1","123","1048","822","R1E","0","0","0",NA
"2007","5051","1","123","1048","822","R1E","0","0","0",NA
"2006","5052","1","102","974","912","R1E","0","0","0",NA
"2007","5052","1","102","974","912","R1E","0","0","0",NA
"2006","5053","1","59","919","986","R1E","0","0","0",NA
"2007","5053","1","59","919","986","R1E","0","0","0",NA
"2005","5054","2","153","377","758","R1W","0","0","0",NA
"2006","5054","2","153","377","758","R1W","0","1","0",NA
"2007","5054","2","153","377","758","R1W","0","0","0",NA
"2006","5056","1","122","1060","806","R1E","0","0","0",NA
"2007","5056","1","122","1060","806","R1E","0","0","0",NA
"2006","5057","1","303","232","531","SSW","0","0","0",NA
"2007","5057","1","303","232","531","SSW","0","0","0",NA
"2006","5058","1","67","912","878","R1E","0","0","0",NA
"2007","5058","1","67","912","878","R1E","0","0","0",NA
"2006","5059","1","103","986","912","R1E","0","0","0",NA
"2007","5059","1","103","986","912","R1E","0","0","0",NA
"2005","5060","2","281","223","560","SSW","0","0","0",NA
"2006","5060","2","281","223","560","SSW","0","7","3","0"
"2007","5060","2","281","223","560","SSW","0","0","0",NA
"2006","5061","1","47","878","906","R1E","0","0","0",NA
"2007","5061","1","47","878","906","R1E","0","0","0",NA
"2006","5063","1","139","415","842","R1W","0.0377640724182129","0","0",NA
"2007","5063","1","139","415","842","R1W","0.0377640724182129","0","0",NA
"2005","5064","1","277","365","851","R1W","0","0","0",NA
"2006","5064","1","277","365","851","R1W","0","0","0",NA
"2007","5064","1","277","365","851","R1W","0","0","0",NA
"2006","5065","1","185","443","728","R1W","0","0","0",NA
"2007","5065","1","185","443","728","R1W","0","0","0",NA
"2006","5066","2","200","517","842","R1W","0","0","0",NA
"2007","5066","2","166","458","845","R1W","0","0","0",NA
"2006","5067","1","145","404","789","R1W","0","0","0",NA
"2007","5067","1","145","404","789","R1W","0","0","0",NA
"2006","5068","1","25","830","913","R1E","0","0","0",NA
"2007","5068","1","25","830","913","R1E","0","0","0",NA
"2006","5069","2","61","940","903","R1E","0.00275230407714844","0","0",NA
"2007","5069","2","61","940","903","R1E","0.00275230407714844","0","0",NA
"2006","5070","2","240","564","768","R1W","0","0","0",NA
"2007","5070","2","240","564","768","R1W","0","0","0",NA
"2006","5071","2","288","260","576","SSW","0.19752311706543","0","0",NA
"2007","5071","2","295","310","621","SSW","0.19752311706543","0","0",NA
"2005","5072","2","149","394","780","R1W","0","0","0",NA
"2006","5072","2","149","394","780","R1W","0","0","0",NA
"2007","5072","2","149","394","780","R1W","0","0","0",NA
"2006","5073","1","12","306","750","R1W","0","0","0",NA
"2007","5073","1","12","306","750","R1W","0","0","0",NA
"2005","5074","1","303","232","531","SSW","0","0","0",NA
"2006","5074","1","303","232","531","SSW","0","1","1","0"
"2007","5074","1","303","232","531","SSW","0","0","0",NA
"2006","5075","1","13","311","727","R1W","0","0","0",NA
"2007","5075","1","13","311","727","R1W","0","0","0",NA
"2006","5076","1","182","414","722","R1W","0.330432891845703","0","0",NA
"2007","5076","1","182","414","722","R1W","0.330432891845703","0","0",NA
"2006","5078","1","227","493","696","R1W","0","0","0",NA
"2007","5078","1","227","493","696","R1W","0","0","0",NA
"2005","5079","2","204","511","791","R1W","0","0","0",NA
"2006","5079","2","204","511","791","R1W","0","0","0",NA
"2007","5079","2","204","511","791","R1W","0","0","0",NA
"2006","5080","2","182","414","722","R1W","0.330432891845703","0","0",NA
"2007","5080","2","182","414","722","R1W","0.330432891845703","0","0",NA
"2006","5081","1","246","592","856","R1W","0","0","0",NA
"2007","5081","1","234","554","858","R1W","0","0","0",NA
"2006","5082","1","183","452","722","R1W","0","0","0",NA
"2007","5082","1","183","452","722","R1W","0","0","0",NA
"2006","5083","2","11","335","826","R1W","0","0","0",NA
"2007","5083","2","137","402","844","R1W","0","0","0",NA
"2006","5084","1","250","575","792","R1W","0","0","0",NA
"2007","5084","1","250","575","792","R1W","0","0","0",NA
"2006","5085","1","208","475","806","R1W","0","0","0",NA
"2007","5085","1","208","475","806","R1W","0","0","0",NA
"2006","5086","2","227","493","696","R1W","0","0","0",NA
"2007","5086","2","227","493","696","R1W","0","0","0",NA
"2006","5087","1","10","304","793","R1W","0.01898193359375","0","0",NA
"2007","5087","1","10","304","793","R1W","0.01898193359375","0","0",NA
"2006","5088","1","235","527","826","R1W","0","0","0",NA
"2007","5088","1","202","509","812","R1W","0","0","0",NA
"2006","5105","2","302","172","588","SSW","0.129791259765625","0","0",NA
"2007","5105","2","302","172","588","SSW","0.129791259765625","0","0",NA
"2006","5106","2","16","854","997","R1E","0","0","0",NA
"2007","5106","2","200","517","842","R1W","0","0","0",NA
"2006","5107","2","32","868","984","R1E","0","0","0",NA
"2007","5107","2","32","868","984","R1E","0","0","0",NA
"2006","5108","1","75","921","1043","R1E","0.00109195709228516","0","0",NA
"2007","5108","1","75","921","1043","R1E","0.00109195709228516","0","0",NA
"2006","5110","1","282","163","611","SSW","0.153724670410156","0","0",NA
"2007","5110","1","282","163","611","SSW","0.153724670410156","0","0",NA
"2006","5111","2","38","889","972","R1E","0","0","0",NA
"2007","5111","2","38","889","972","R1E","0","0","0",NA
"2006","5112","2","76","912","1028","R1E","0.0508252382278442","0","0",NA
"2007","5112","2","76","912","1028","R1E","0.0508252382278442","0","0",NA
"2006","5113","1","33","888","1031","R1E","0","0","0",NA
"2007","5113","1","204","511","791","R1W","0","0","0",NA
"2006","5114","2","283","124","619","SSW","0.0704488754272461","0","0",NA
"2007","5114","2","283","124","619","SSW","0.0704488754272461","0","0",NA
"2006","5115","1","16","854","997","R1E","0","0","0",NA
"2007","5115","1","16","854","997","R1E","0","0","0",NA
"2006","5116","1","304","207","524","SSW","0","0","0",NA
"2007","5116","1","304","207","524","SSW","0","0","0",NA
"2006","5117","1","288","260","576","SSW","0","0","0",NA
"2007","5117","1","288","260","576","SSW","0","0","0",NA
"2006","5118","1","285","200","571","SSW","0","0","0",NA
"2007","5118","1","285","200","571","SSW","0","0","0",NA
"2006","5119","2","306","184","484","SSW","0.220375061035156","0","0",NA
"2007","5119","2","306","184","484","SSW","0.220375061035156","0","0",NA
"2006","5120","2","305","186","516","SSW","0","0","0",NA
"2007","5120","2","305","186","516","SSW","0","0","0",NA
"2006","5121","2","286","130","496","SSW","0","0","0",NA
"2007","5121","2","292","115","459","SSW","0","0","0",NA
"2006","5122","1","282","163","611","SSW","0","0","0",NA
"2007","5122","1","282","163","611","SSW","0","0","0",NA
"2005","5123","1","282","163","611","SSW","0","0","0",NA
"2006","5123","1","282","163","611","SSW","0","1","0",NA
"2007","5123","1","282","163","611","SSW","0","0","0",NA
"2006","5124","1","283","124","619","SSW","0","0","0",NA
"2007","5124","1","283","124","619","SSW","0","0","0",NA
"2006","5125","1","285","200","571","SSW","0","0","0",NA
"2007","5125","1","285","200","571","SSW","0","0","0",NA
"2006","5126","1","306","184","484","SSW","0.220375061035156","0","0",NA
"2007","5126","1","306","184","484","SSW","0.220375061035156","0","0",NA
"2005","5127","2","129","222","164","R2","0","0","0",NA
"2006","5127","2","129","222","164","R2","0","0","0",NA
"2007","5127","2","129","222","164","R2","0","0","0",NA
"2006","5128","2","138","198","87","R2","0.25","0","0",NA
"2007","5128","2","140","198","82","R2","0.25","0","0",NA
"2006","5129","2","196","293","196","R2","0","0","0",NA
"2007","5129","2","196","293","196","R2","0","0","0",NA
"2005","5130","2","81","122","257","R2","0","0","0",NA
"2006","5130","2","81","122","257","R2","0","0","0",NA
"2007","5130","2","81","122","257","R2","0","0","0",NA
"2006","5131","2","3","112","351","R2","0.01898193359375","0","0",NA
"2007","5131","2","4","112","336","R2","0.01898193359375","0","0",NA
"2006","5132","1","196","293","196","R2","0","0","0",NA
"2007","5132","1","196","293","196","R2","0","0","0",NA
"2006","5133","2","125","185","212","R2","0","0","0",NA
"2007","5133","2","130","185","186","R2","0","0","0",NA
"2005","5134","2","163","268","118","R2","0","0","0",NA
"2006","5134","2","163","268","118","R2","0","1","1","0"
"2007","5134","2","163","268","118","R2","0","0","0",NA
"2006","5135","1","167","230","94","R2","0","0","0",NA
"2007","5135","1","167","230","94","R2","0","0","0",NA
"2005","5136","1","5","92","328","R2","0","0","0",NA
"2006","5136","1","5","92","328","R2","0","0","0",NA
"2007","5136","1","5","92","328","R2","0","0","0",NA
"2005","5137","1","169","265","53","R2","0","0","0",NA
"2006","5137","1","169","265","53","R2","0","0","0",NA
"2007","5137","1","169","265","53","R2","0","0","0",NA
"2006","5138","1","150","222","25","R2","0","0","0",NA
"2007","5138","1","150","222","25","R2","0","0","0",NA
"2006","5139","1","84","135","209","R2","0","0","0",NA
"2007","5139","1","84","135","209","R2","0","0","0",NA
"2006","5140","2","160","249","164","R2","0","0","0",NA
"2007","5140","2","160","249","164","R2","0","0","0",NA
"2005","5141","2","198","290","162","R2","0","0","0",NA
"2006","5141","2","198","290","162","R2","0","4","3","0"
"2007","5141","2","198","290","162","R2","0","0","0",NA
"2005","5142","1","218","305","0","R2","0","0","0",NA
"2006","5142","1","218","305","0","R2","0","1","1","0"
"2007","5142","1","218","305","0","R2","0","0","0",NA
"2006","5144","1","143","220","84","R2","0.0625","0","0",NA
"2007","5144","1","143","220","84","R2","0.0625","0","0",NA
"2006","5145","1","162","230","148","R2","0","0","0",NA
"2007","5145","1","162","230","148","R2","0","0","0",NA
"2006","5152","2","97","153","33","R2","0","0","0",NA
"2007","5152","2","97","153","33","R2","0","0","0",NA
"2005","5154","2","199","288","135","R2","0","0","0",NA
"2006","5154","2","199","288","135","R2","0","0","0",NA
"2007","5154","2","199","288","135","R2","0","0","0",NA
"2006","5155","1","4","112","336","R2","0","0","0",NA
"2007","5155","1","4","112","336","R2","0","0","0",NA
"2006","5156","1","168","264","94","R2","0","0","0",NA
"2007","5156","1","168","264","94","R2","0","0","0",NA
"2006","5157","1","126","185","241","R2","0","0","0",NA
"2007","5157","1","85","159","220","R2","0","0","0",NA
"2005","5158","2","158","266","211","R2","0","0","0",NA
"2006","5158","2","158","266","211","R2","0","0","0",NA
"2007","5158","2","158","266","211","R2","0","0","0",NA
"2006","5159","2","84","135","209","R2","0","0","0",NA
"2007","5159","2","84","135","209","R2","0","0","0",NA
"2006","5160","2","173","236","48","R2","0","0","0",NA
"2007","5160","2","173","236","48","R2","0","0","0",NA
"2006","5161","1","88","173","144","R2","0","0","0",NA
"2007","5161","1","88","173","144","R2","0","0","0",NA
"2006","5162","1","287","108","496","SSW","0","0","0",NA
"2007","5162","1","287","108","496","SSW","0","0","0",NA
"2006","5163","1","214","288","25","R2","0","0","0",NA
"2007","5163","1","214","288","25","R2","0","0","0",NA
"2006","5164","2","15","83","364","R2","0","0","0",NA
"2007","5164","2","15","83","364","R2","0","0","0",NA
"2006","5176","1","82","127","237","R2","0","0","0",NA
"2007","5176","1","82","127","237","R2","0","0","0",NA
"2006","5177","1","177","258","11","R2","0","0","0",NA
"2007","5177","1","177","258","11","R2","0","0","0",NA
"2006","5178","2","93","176","88","R2","0.03125","0","0",NA
"2007","5178","2","93","176","88","R2","0.03125","0","0",NA
"2006","5179","2","203","281","63","R2","0.125","0","0",NA
"2007","5179","2","170","270","66","R2","0.125","0","0",NA
"2006","5181","1","216","282","2","R2","0","0","0",NA
"2007","5181","1","216","282","2","R2","0","0","0",NA
"2006","5182","2","95","143","64","R2","0","0","0",NA
"2007","5182","2","95","143","64","R2","0","0","0",NA
"2006","5183","1","95","143","64","R2","0.0625","0","0",NA
"2007","5183","1","95","143","64","R2","0.0625","0","0",NA
