"year","id","sex","terr","adjlat","adjlong","subpop","inb","off_mat","nmates","pkins"
"2001","3849","2","236","568","813","R1W","0.104248046875","1","1","0"
"2002","3849","2","236","568","813","R1W","0.104248046875","1","1","0"
"1998","3850","2","69","896","857","R1E","0.16796875","0","0",NA
"1999","3850","2","69","896","857","R1E","0.16796875","2","2","0.063690185546875"
"2000","3850","2","108","968","881","R1E","0.16796875","1","1","0"
"2001","3850","2","108","968","881","R1E","0.16796875","1","1","0.1708984375"
"2000","3885","2","115","1011","822","R1E","0.0816650390625","0","0",NA
"2001","3885","2","114","985","818","R1E","0.0816650390625","0","0",NA
"1998","3901","2","213","470","786","R1W","0.052734375","0","0",NA
"1999","3901","2","213","470","786","R1W","0.052734375","3","3","0.072998046875"
"1998","3905","1","111","1038","856","R1E","0.1826171875","0","0",NA
"1999","3905","1","111","1038","856","R1E","0.1826171875","1","1","0.34716796875"
"1999","3909","2","12","306","750","R1W","0.0234375","0","0",NA
"2000","3909","2","10","304","793","R1W","0.0234375","0","0",NA
"1998","3910","2","263","700","787","R1E","0","0","0",NA
"1999","3910","2","263","700","787","R1E","0","1","1","0.05029296875"
"2000","3910","2","263","700","787","R1E","0","3","1","0.2568359375"
"2001","3910","2","264","698","795","R1E","0","1","1","0.0655517578125"
"1998","3915","2","139","415","842","R1W","0.25","0","0",NA
"1999","3915","2","139","415","842","R1W","0.25","1","1","0.02734375"
"1999","3916","1","147","387","791","R1W","0.25","0","0",NA
"2000","3916","1","305","186","516","SSW","0.25","3","2","0.046875"
"2001","3916","1","305","186","516","SSW","0.25","0","0",NA
"1998","3918","2","137","402","844","R1W","0","0","0",NA
"1999","3918","2","137","402","844","R1W","0","0","0",NA
"2000","3918","2","137","402","844","R1W","0","1","1","0.0478515625"
"2001","3918","2","137","402","844","R1W","0","1","1","0.04541015625"
"1999","3920","2","12","306","750","R1W","0.048828125","0","0",NA
"2000","3920","2","12","306","750","R1W","0.048828125","0","0",NA
"1998","3921","2","61","940","903","R1E","0.07342529296875","0","0",NA
"1999","3921","2","61","940","903","R1E","0.07342529296875","2","2","0.0687408447265625"
"2000","3921","2","60","927","902","R1E","0.07342529296875","1","1","0.071868896484375"
"1999","3924","1","118","1079","875","R1E","0.34716796875","0","0",NA
"2000","3924","1","21","838","953","R1E","0.34716796875","1","1","0.0578765869140625"
"1998","3925","2","38","889","972","R1E","0.11407470703125","0","0",NA
"1999","3925","2","38","889","972","R1E","0.11407470703125","0","0",NA
"2000","3945","1","149","394","780","R1W","0","3","3","0"
"1998","3952","2","279","580","1131","R1W","0","0","0",NA
"1999","3952","2","279","580","1131","R1W","0","0","0",NA
"2000","3952","2","279","580","1131","R1W","0","2","0",NA
"2001","3952","2","279","580","1131","R1W","0","0","0",NA
"1999","3953","2","251","592","749","R1W","0.0078125","0","0",NA
"2000","3953","2","210","491","776","R1W","0.0078125","0","0",NA
"2001","3953","2","180","425","812","R1W","0.0078125","3","1","0.007598876953125"
"2002","3953","2","180","425","812","R1W","0.0078125","0","0",NA
"1999","3954","1","42","879","951","R1E","0.126434326171875","0","0",NA
"2000","3954","1","42","879","951","R1E","0.126434326171875","0","0",NA
"1999","3955","1","210","491","776","R1W","0.03125","0","0",NA
"2000","3955","1","210","491","776","R1W","0.03125","1","1","0.0390625"
"1999","3956","1","116","954","707","R1E","0.086700439453125","0","0",NA
"2000","3956","1","116","954","707","R1E","0.086700439453125","0","0",NA
"1999","3957","1","54","884","846","R1E","0","0","0",NA
"2000","3957","1","54","884","846","R1E","0","1","1","0.072723388671875"
"1999","3960","1","252","615","741","R1W","0.25390625","0","0",NA
"2000","3960","1","253","600","761","R1W","0.25390625","1","1","0.0477294921875"
"1999","3962","1","197","276","180","R2","0","0","0",NA
"2000","3962","1","160","249","164","R2","0","3","1","0"
"2001","3962","1","160","249","164","R2","0","1","1","0"
"2002","3962","1","160","249","164","R2","0","0","0",NA
"1999","3965","2","103","986","912","R1E","0.0865478515625","0","0",NA
"2000","3965","2","104","999","909","R1E","0.0865478515625","3","1","0"
"2000","3966","2","15","83","364","R2","0","0","0",NA
"2001","3966","2","15","83","364","R2","0","0","0",NA
"1999","3968","1","83","136","227","R2","0","0","0",NA
"2000","3968","1","146","192","41","R2","0","4","4","0.033203125"
"2001","3968","1","146","192","41","R2","0","0","0",NA
"2002","3968","1","146","192","41","R2","0","1","1","0.017578125"
"1999","3969","1","225","461","708","R1W","0.111328125","0","0",NA
"2000","3969","1","226","467","692","R1W","0.111328125","7","4","0.03851318359375"
"2001","3969","1","226","467","692","R1W","0.111328125","1","1","0.04541015625"
"1999","3970","1","68","943","860","R1E","0.0029296875","0","0",NA
"2000","3970","1","68","943","860","R1E","0.0029296875","1","1","0.0363540649414062"
"2001","3970","1","114","985","818","R1E","0.0029296875","0","0",NA
"2002","3970","1","114","985","818","R1E","0.0029296875","0","0",NA
"1999","3971","1","113","1023","845","R1E","0","0","0",NA
"2000","3971","1","111","1038","856","R1E","0","1","1","0.0816650390625"
"2000","3972","1","103","986","912","R1E","0","0","0",NA
"2001","3972","1","106","998","887","R1E","0","2","2","0"
"2002","3972","1","106","998","887","R1E","0","1","1","0"
"1999","3973","2","252","615","741","R1W","0.05029296875","0","0",NA
"2000","3973","2","252","615","741","R1W","0.05029296875","1","1","0"
"2001","3973","2","252","615","741","R1W","0.05029296875","3","2","0.0147705078125"
"2002","3973","2","252","615","741","R1W","0.05029296875","0","0",NA
"1999","3974","2","73","911","800","R1E","0.10791015625","0","0",NA
"2000","3974","2","73","911","800","R1E","0.10791015625","3","2","0.0622024536132812"
"1999","3975","1","54","884","846","R1E","0","0","0",NA
"2000","3975","1","69","896","857","R1E","0","2","2","0.110252380371094"
"1999","3977","1","24","844","882","R1E","0","0","0",NA
"2000","3977","1","266","706","761","R1E","0","3","1","0.2568359375"
"2001","3977","1","267","709","766","R1E","0","0","0",NA
"1999","3978","2","22","812","898","R1E","0.083984375","0","0",NA
"2000","3978","2","276","764","829","R1E","0.083984375","2","2","0.0483856201171875"
"2001","3978","2","276","764","829","R1E","0.083984375","0","0",NA
"1998","3981","2","114","985","818","R1E","0.0595703125","0","0",NA
"1999","3981","2","114","985","818","R1E","0.0595703125","0","0",NA
"2000","3981","2","114","985","818","R1E","0.0595703125","0","0",NA
"1999","3982","2","206","492","851","R1W","0","0","0",NA
"2000","3982","2","206","492","851","R1W","0","0","0",NA
"1999","3983","1","178","426","787","R1W","0.3046875","0","0",NA
"2000","3983","1","178","426","787","R1W","0.3046875","0","0",NA
"1999","3986","2","141","418","816","R1W","0.166015625","0","0",NA
"2000","3986","2","141","418","816","R1W","0.166015625","0","0",NA
"1999","3988","2","244","631","927","R1W","0.02734375","0","0",NA
"2000","3988","2","244","631","927","R1W","0.02734375","0","0",NA
"1998","3990","2","235","527","826","R1W","0.048828125","0","0",NA
"1999","3990","2","235","527","826","R1W","0.048828125","0","0",NA
"2000","3990","2","235","527","826","R1W","0.048828125","1","0",NA
"2001","3990","2","235","527","826","R1W","0.048828125","0","0",NA
"1999","3991","2","105","1009","906","R1E","0.0865478515625","0","0",NA
"2000","3991","2","106","998","887","R1E","0.0865478515625","0","0",NA
"2001","3991","2","111","1038","856","R1E","0.0865478515625","2","2","0"
"2002","3991","2","111","1038","856","R1E","0.0865478515625","0","0",NA
"1999","3992","1","69","896","857","R1E","0.05078125","0","0",NA
"2000","3992","1","63","935","890","R1E","0.05078125","2","2","0.0832977294921875"
"1999","3998","1","67","912","878","R1E","0.0726318359375","0","0",NA
"2000","3998","1","67","912","878","R1E","0.0726318359375","1","1","0.092529296875"
"1999","4000","2","169","265","53","R2","0.046875","0","0",NA
"2000","4000","2","203","281","63","R2","0.046875","1","1","0.041015625"
"2001","4000","2","203","281","63","R2","0.046875","0","0",NA
"1999","4009","1","306","184","484","SSW","0","0","0",NA
"2000","4009","1","306","184","484","SSW","0","0","0",NA
"1999","4010","2","307","168","493","SSW","0.02734375","0","0",NA
"2000","4010","2","307","168","493","SSW","0.02734375","1","1","0"
"1998","4016","2","228","510","701","R1W","0.0390625","0","0",NA
"1999","4016","2","228","510","701","R1W","0.0390625","0","0",NA
"2000","4016","2","228","510","701","R1W","0.0390625","2","2","0.03765869140625"
"2001","4016","2","227","493","696","R1W","0.0390625","1","1","0.1025390625"
"1998","4020","2","226","467","692","R1W","0.01171875","0","0",NA
"1999","4020","2","226","467","692","R1W","0.01171875","1","1","0.111328125"
"2000","4020","2","226","467","692","R1W","0.01171875","0","0",NA
"1999","4021","1","181","404","733","R1W","0.0966796875","0","0",NA
"2000","4021","1","181","404","733","R1W","0.0966796875","1","1","0.220703125"
"1999","4022","2","82","127","237","R2","0","0","0",NA
"2000","4022","2","82","127","237","R2","0","0","0",NA
"1999","4023","2","307","168","493","SSW","0","0","0",NA
"2000","4023","2","307","168","493","SSW","0","1","1","0"
"1999","4029","2","231","340","254","R2","0","0","0",NA
"2000","4029","2","231","340","254","R2","0","0","0",NA
"2001","4029","2","231","340","254","R2","0","0","0",NA
"2002","4029","2","231","340","254","R2","0","0","0",NA
"2000","4030","2","120","1090","830","R1E","0","0","0",NA
"2001","4030","2","119","1076","843","R1E","0","1","1","0"
"2002","4030","2","119","1076","843","R1E","0","0","0",NA
"1999","4034","1","233","370","263","R2","0","0","0",NA
"2000","4034","1","233","370","263","R2","0","0","0",NA
"2001","4034","1","193","304","215","R2","0","0","0",NA
"2000","4035","2","145","404","789","R1W","0","0","0",NA
"2001","4035","2","147","387","791","R1W","0","1","1","0.068359375"
"2002","4035","2","147","387","791","R1W","0","0","0",NA
"2000","4038","2","148","208","50","R2","0.041015625","0","0",NA
"2001","4038","2","140","198","82","R2","0.041015625","2","1","0.0244140625"
"2002","4038","2","140","198","82","R2","0.041015625","0","0",NA
"2000","4044","2","198","290","162","R2","0","0","0",NA
"2001","4044","2","214","288","25","R2","0","6","3","0.005859375"
"2000","4047","2","133","215","134","R2","0","0","0",NA
"2001","4047","2","130","185","186","R2","0","1","1","0"
"2000","4049","2","84","135","209","R2","0","0","0",NA
"2001","4049","2","84","135","209","R2","0","0","0",NA
"2002","4049","2","84","135","209","R2","0","0","0",NA
"2003","4049","2","84","135","209","R2","0","2","0",NA
"2004","4049","2","84","135","209","R2","0","3","2","0"
"2005","4049","2","84","135","209","R2","0","2","2","0"
"2000","4051","2","226","467","692","R1W","0.04638671875","0","0",NA
"2001","4051","2","291","235","597","SSW","0.04638671875","0","0",NA
"2000","4052","1","218","305","0","R2","0","0","0",NA
"2001","4052","1","218","305","0","R2","0","3","2","0.015869140625"
"2000","4054","2","83","136","227","R2","0","0","0",NA
"2001","4054","2","85","159","220","R2","0","0","0",NA
"2000","4057","2","52","879","822","R1E","0.0516815185546875","0","0",NA
"2001","4057","2","69","896","857","R1E","0.0516815185546875","1","0",NA
"2002","4057","2","60","927","902","R1E","0.0516815185546875","0","0",NA
"2003","4057","2","60","927","902","R1E","0.0516815185546875","0","0",NA
"2000","4058","1","275","776","861","R1E","0.055755615234375","0","0",NA
"2001","4058","1","276","764","829","R1E","0.055755615234375","1","1","0.0655517578125"
"2000","4059","1","266","706","761","R1E","0.2568359375","0","0",NA
"2001","4059","1","265","713","758","R1E","0.2568359375","0","0",NA
"2000","4060","2","305","186","516","SSW","0.0625","0","0",NA
"2001","4060","2","307","168","493","SSW","0.0625","0","0",NA
"2000","4066","1","103","986","912","R1E","0.098114013671875","0","0",NA
"2001","4066","1","118","1079","875","R1E","0.098114013671875","0","0",NA
"2002","4066","1","118","1079","875","R1E","0.098114013671875","0","0",NA
"2003","4066","1","117","1087","870","R1E","0.098114013671875","0","0",NA
"2000","4070","1","113","1023","845","R1E","0.055755615234375","0","0",NA
"2001","4070","1","113","1023","845","R1E","0.055755615234375","0","0",NA
"2000","4072","1","75","921","1043","R1E","0.055755615234375","0","0",NA
"2001","4072","1","75","921","1043","R1E","0.055755615234375","0","0",NA
"2000","4074","1","111","1038","856","R1E","0","0","0",NA
"2001","4074","1","139","415","842","R1W","0","3","1","0.007598876953125"
"2002","4074","1","137","402","844","R1W","0","0","0",NA
"2000","4076","2","151","399","775","R1W","0","0","0",NA
"2001","4076","2","149","394","780","R1W","0","1","1","0.01263427734375"
"2002","4076","2","149","394","780","R1W","0","0","0",NA
"2003","4076","2","149","394","780","R1W","0","1","1","0.058685302734375"
"2004","4076","2","149","394","780","R1W","0","0","0",NA
"2000","4078","2","141","418","816","R1W","0.0478515625","0","0",NA
"2001","4078","2","141","418","816","R1W","0.0478515625","1","1","0.061279296875"
"2000","4080","1","167","230","94","R2","0","0","0",NA
"2001","4080","1","173","236","48","R2","0","3","2","0.02587890625"
"2002","4080","1","175","267","27","R2","0","1","1","0.0625"
"1999","4081","1","212","291","47","R2","0","0","0",NA
"2000","4081","1","212","291","47","R2","0","4","3","0"
"2001","4081","1","212","291","47","R2","0","3","1","0"
"2000","4085","1","206","492","851","R1W","0.1025390625","0","0",NA
"2001","4085","1","206","492","851","R1W","0.1025390625","1","1","0"
"2000","4090","2","82","127","237","R2","0","0","0",NA
"2001","4090","2","9","117","271","R2","0","2","1","0"
"2000","4096","2","10","304","793","R1W","0.0390625","0","0",NA
"2001","4096","2","10","304","793","R1W","0.0390625","3","2","0.13043212890625"
"2002","4096","2","10","304","793","R1W","0.0390625","0","0",NA
"2000","4100","2","58","903","963","R1E","0.071868896484375","0","0",NA
"2001","4100","2","38","889","972","R1E","0.071868896484375","1","1","0.214710235595703"
"2002","4100","2","39","875","931","R1E","0.071868896484375","0","0",NA
"2003","4100","2","39","875","931","R1E","0.071868896484375","5","1","0.163552284240723"
"2004","4100","2","39","875","931","R1E","0.071868896484375","0","0",NA
"2000","4101","2","119","1076","843","R1E","0","0","0",NA
"2001","4101","2","123","1048","822","R1E","0","0","0",NA
"2000","4134","2","50","888","882","R1E","0","0","0",NA
"2001","4134","2","50","888","882","R1E","0","1","1","0"
"2002","4134","2","49","873","887","R1E","0","1","1","0.135482788085938"
"2003","4134","2","50","888","882","R1E","0","0","0",NA
"2000","4136","1","305","186","516","SSW","0.03125","0","0",NA
"2001","4136","1","304","207","524","SSW","0.03125","0","0",NA
"2000","4138","2","197","276","180","R2","0","0","0",NA
"2001","4138","2","197","276","180","R2","0","4","2","0"
"2002","4138","2","198","290","162","R2","0","0","0",NA
"2000","4141","2","283","124","619","SSW","0","0","0",NA
"2001","4141","2","282","163","611","SSW","0","0","0",NA
"2000","4152","1","302","172","588","SSW","0.0625","0","0",NA
"2001","4152","1","301","182","592","SSW","0.0625","2","2","0.0390625"
"2002","4152","1","283","124","619","SSW","0.0625","1","1","0"
"2003","4152","1","283","124","619","SSW","0.0625","2","1","0"
"2000","4158","1","122","1060","806","R1E","0","0","0",NA
"2001","4158","1","122","1060","806","R1E","0","0","0",NA
"2000","4161","2","182","414","722","R1W","0.0966796875","0","0",NA
"2001","4161","2","182","414","722","R1W","0.0966796875","0","0",NA
"2000","4164","1","226","467","692","R1W","0.04638671875","0","0",NA
"2001","4164","1","226","467","692","R1W","0.04638671875","0","0",NA
"2000","4173","1","75","921","1043","R1E","0.067413330078125","0","0",NA
"2001","4173","1","75","921","1043","R1E","0.067413330078125","0","0",NA
"2000","4176","1","57","911","1012","R1E","0","0","0",NA
"2001","4176","1","32","868","984","R1E","0","1","1","0"
"2002","4176","1","32","868","984","R1E","0","1","1","0"
"2000","4179","1","240","564","768","R1W","0.080078125","0","0",NA
"2001","4179","1","240","564","768","R1W","0.080078125","3","2","0.007965087890625"
"2002","4179","1","252","615","741","R1W","0.080078125","0","0",NA
"2000","4183","1","113","1023","845","R1E","0","0","0",NA
"2001","4183","1","113","1023","845","R1E","0","1","1","0"
"2000","4184","1","212","291","47","R2","0","0","0",NA
"2001","4184","1","212","291","47","R2","0","0","0",NA
"2000","4185","1","234","554","858","R1W","0","0","0",NA
"2001","4185","1","234","554","858","R1W","0","0","0",NA
"2000","4186","1","55","875","804","R1E","0.06329345703125","0","0",NA
"2001","4186","1","73","911","800","R1E","0.06329345703125","0","0",NA
"2002","4186","1","73","911","800","R1E","0.06329345703125","0","0",NA
"2003","4186","1","47","878","906","R1E","0.06329345703125","0","0",NA
"2000","4187","2","33","888","1031","R1E","0.1875","0","0",NA
"2001","4187","2","75","921","1043","R1E","0.1875","2","2","0.00030517578125"
"2002","4187","2","75","921","1043","R1E","0.1875","2","2","0.00030517578125"
"2003","4187","2","75","921","1043","R1E","0.1875","0","0",NA
"2000","4193","2","214","288","25","R2","0","0","0",NA
"2001","4193","2","214","288","25","R2","0","0","0",NA
"2000","4195","1","267","709","766","R1E","0.2568359375","0","0",NA
"2001","4195","1","267","709","766","R1E","0.2568359375","1","1","0.1708984375"
"1999","4204","2","215","526","764","R1W","0.14453125","0","0",NA
"2000","4204","2","215","526","764","R1W","0.14453125","0","0",NA
"1999","4208","2","130","185","186","R2","0","0","0",NA
"2000","4208","2","130","185","186","R2","0","1","1","0"
"2001","4208","2","83","136","227","R2","0","0","0",NA
"1999","4209","2","281","223","560","SSW","0","0","0",NA
"2000","4209","2","281","223","560","SSW","0","0","0",NA
"1999","4210","2","281","223","560","SSW","0","0","0",NA
"2000","4210","2","281","223","560","SSW","0","0","0",NA
"1999","4211","2","48","853","886","R1E","0.12738037109375","0","0",NA
"2000","4211","2","48","853","886","R1E","0.12738037109375","8","5","0.0792617797851563"
"2001","4211","2","49","873","887","R1E","0.12738037109375","1","1","0.127723693847656"
"1999","4212","2","214","288","25","R2","0.0234375","0","0",NA
"2000","4212","2","214","288","25","R2","0.0234375","1","1","0"
"2001","4212","2","214","288","25","R2","0.0234375","1","1","0.01416015625"
"1999","4214","2","56","907","991","R1E","0.0029296875","0","0",NA
"2000","4214","2","56","907","991","R1E","0.0029296875","0","0",NA
"2001","4214","2","56","907","991","R1E","0.0029296875","0","0",NA
"1999","4218","2","132","201","126","R2","0.0078125","0","0",NA
"2000","4218","2","167","230","94","R2","0.0078125","0","0",NA
"1999","4222","1","173","236","48","R2","0","0","0",NA
"2000","4222","1","177","258","11","R2","0","0","0",NA
"2001","4222","1","177","258","11","R2","0","1","1","0"
"2002","4222","1","177","258","11","R2","0","1","1","0"
"1999","4223","2","81","122","257","R2","0","0","0",NA
"2000","4223","2","87","163","205","R2","0","0","0",NA
"2001","4223","2","87","163","205","R2","0","1","0",NA
"2002","4223","2","87","163","205","R2","0","0","0",NA
"1999","4225","2","81","122","257","R2","0","0","0",NA
"2000","4225","2","85","159","220","R2","0","0","0",NA
"2000","4255","2","68","943","860","R1E","0.177841186523438","0","0",NA
"2001","4255","2","63","935","890","R1E","0.177841186523438","0","0",NA
"2000","4258","1","61","940","903","R1E","0.0363540649414062","0","0",NA
"2001","4258","1","61","940","903","R1E","0.0363540649414062","1","1","0.0742664337158203"
"1999","4264","2","173","236","48","R2","0.0546875","0","0",NA
"2000","4264","2","173","236","48","R2","0.0546875","2","1","0"
"2000","4283","1","226","467","692","R1W","0.027587890625","0","0",NA
"2001","4283","1","229","470","699","R1W","0.027587890625","0","0",NA
"2000","4287","2","53","884","811","R1E","0.05322265625","0","0",NA
"2001","4287","2","52","879","822","R1E","0.05322265625","0","0",NA
"2001","4293","1","109","967","871","R1E","0","6","5","0"
"1999","4294","1","38","889","972","R1E","0.1826171875","0","0",NA
"2000","4294","1","38","889","972","R1E","0.1826171875","7","4","0.0487594604492188"
"1999","4296","2","60","927","902","R1E","0.05078125","0","0",NA
"2000","4296","2","60","927","902","R1E","0.05078125","1","0",NA
"2001","4296","2","63","935","890","R1E","0.05078125","2","2","0.0371332168579101"
"2002","4296","2","63","935","890","R1E","0.05078125","0","0",NA
"1999","4298","1","179","435","801","R1W","0.015625","0","0",NA
"2000","4298","1","179","435","801","R1W","0.015625","0","0",NA
"2001","4298","1","179","435","801","R1W","0.015625","5","4","0.1259765625"
"2002","4298","1","145","404","789","R1W","0.015625","3","2","0.1956787109375"
"2003","4298","1","147","387","791","R1W","0.015625","0","0",NA
"2000","4299","2","204","511","791","R1W","0","0","0",NA
"2001","4299","2","204","511","791","R1W","0","1","1","0.00738525390625"
"2002","4299","2","235","527","826","R1W","0","0","0",NA
"1999","4301","1","113","1023","845","R1E","0.05615234375","0","0",NA
"2000","4301","1","113","1023","845","R1E","0.05615234375","0","0",NA
"1999","4313","1","82","127","237","R2","0","0","0",NA
"2000","4313","1","82","127","237","R2","0","0","0",NA
"1999","4315","2","279","580","1131","R1W","0.074462890625","0","0",NA
"2000","4315","2","279","580","1131","R1W","0.074462890625","0","0",NA
"2001","4326","2","225","461","708","R1W","0.04541015625","0","0",NA
"2002","4326","2","225","461","708","R1W","0.04541015625","1","1","0.1790771484375"
"2003","4326","2","225","461","708","R1W","0.04541015625","4","2","0.067840576171875"
"2004","4326","2","225","461","708","R1W","0.04541015625","0","0",NA
"2000","4339","1","197","276","180","R2","0","0","0",NA
"2001","4339","1","197","276","180","R2","0","1","1","0"
"2002","4339","1","198","290","162","R2","0","0","0",NA
"2003","4339","1","198","290","162","R2","0","3","1","0"
"2002","4341","1","213","470","786","R1W","0","1","1","0"
"2000","4345","1","252","615","741","R1W","0.1025390625","0","0",NA
"2001","4345","1","252","615","741","R1W","0.1025390625","0","0",NA
"2000","4346","1","12","306","750","R1W","0.220703125","0","0",NA
"2001","4346","1","12","306","750","R1W","0.220703125","1","1","0.1212158203125"
"2001","4349","1","106","998","887","R1E","0","0","0",NA
"2002","4349","1","50","888","882","R1E","0","0","0",NA
"2001","4352","1","47","878","906","R1E","0","0","0",NA
"2002","4352","1","47","878","906","R1E","0","0","0",NA
"2000","4354","1","2","58","407","R2","0","0","0",NA
"2001","4354","1","2","58","407","R2","0","0","0",NA
"2002","4354","1","2","58","407","R2","0","0","0",NA
"2000","4356","1","133","215","134","R2","0","0","0",NA
"2001","4356","1","133","215","134","R2","0","1","1","0"
"2001","4359","2","194","319","224","R2","0","0","0",NA
"2002","4359","2","193","304","215","R2","0","0","0",NA
"2000","4362","1","154","386","755","R1W","0.080078125","0","0",NA
"2001","4362","1","154","386","755","R1W","0.080078125","2","2","0.036956787109375"
"2002","4362","1","182","414","722","R1W","0.080078125","1","1","0.1790771484375"
"2000","4371","1","60","927","902","R1E","0.0477294921875","0","0",NA
"2001","4371","1","60","927","902","R1E","0.0477294921875","0","0",NA
"2000","4373","1","30","833","826","R1E","0.0684814453125","0","0",NA
"2001","4373","1","30","833","826","R1E","0.0684814453125","0","0",NA
"2001","4374","2","206","492","851","R1W","0","0","0",NA
"2002","4374","2","96","363","824","R1W","0","0","0",NA
"2000","4376","1","194","319","224","R2","0.037109375","0","0",NA
"2001","4376","1","194","319","224","R2","0.037109375","3","1","0"
"2002","4376","1","194","319","224","R2","0.037109375","0","0",NA
"2003","4376","1","193","304","215","R2","0.037109375","8","3","0.0262858072916667"
"2004","4376","1","193","304","215","R2","0.037109375","0","0",NA
"2000","4380","1","81","122","257","R2","0","0","0",NA
"2001","4380","1","81","122","257","R2","0","2","1","0"
"2001","4382","2","276","764","829","R1E","0.0655517578125","0","0",NA
"2002","4382","2","276","764","829","R1E","0.0655517578125","0","0",NA
"2000","4386","2","283","124","619","SSW","0","0","0",NA
"2001","4386","2","283","124","619","SSW","0","1","1","0"
"2002","4386","2","283","124","619","SSW","0","1","1","0"
"2000","4388","1","16","854","997","R1E","0.092529296875","0","0",NA
"2001","4388","1","16","854","997","R1E","0.092529296875","1","1","0.0006103515625"
"2002","4388","1","33","888","1031","R1E","0.092529296875","0","0",NA
"2000","4394","1","130","185","186","R2","0","0","0",NA
"2001","4394","1","130","185","186","R2","0","1","1","0"
"2002","4394","1","130","185","186","R2","0","2","2","0.0032958984375"
"2001","4426","1","33","888","1031","R1E","0.0006103515625","0","0",NA
"2002","4426","1","33","888","1031","R1E","0.0006103515625","0","0",NA
"2000","4427","2","21","838","953","R1E","0.0578765869140625","0","0",NA
"2001","4427","2","21","838","953","R1E","0.0578765869140625","0","0",NA
"2000","4436","1","306","184","484","SSW","0","0","0",NA
"2001","4436","1","306","184","484","SSW","0","0","0",NA
"2002","4436","1","305","186","516","SSW","0","0","0",NA
"2003","4436","1","305","186","516","SSW","0","0","0",NA
"2000","4441","2","75","921","1043","R1E","0","0","0",NA
"2001","4441","2","75","921","1043","R1E","0","0","0",NA
"2000","4444","1","57","911","1012","R1E","0.055755615234375","0","0",NA
"2001","4444","1","57","911","1012","R1E","0.055755615234375","1","1","0.214710235595703"
"2002","4444","1","59","919","986","R1E","0.055755615234375","0","0",NA
"2001","4446","1","109","967","871","R1E","0","0","0",NA
"2002","4446","1","102","974","912","R1E","0","3","3","0.0833333333333333"
"2000","4451","1","31","826","815","R1E","0.054107666015625","0","0",NA
"2001","4451","1","31","826","815","R1E","0.054107666015625","1","1","0.127723693847656"
"2000","4454","1","234","554","858","R1W","0.080078125","0","0",NA
"2001","4454","1","234","554","858","R1W","0.080078125","2","2","0.011077880859375"
"2002","4454","1","234","554","858","R1W","0.080078125","0","0",NA
"2000","4459","1","263","700","787","R1E","0.2568359375","0","0",NA
"2001","4459","1","263","700","787","R1E","0.2568359375","0","0",NA
"2002","4459","1","263","700","787","R1E","0.2568359375","0","0",NA
"2000","4460","2","104","999","909","R1E","0","0","0",NA
"2001","4460","2","102","974","912","R1E","0","1","1","0"
"2002","4460","2","102","974","912","R1E","0","1","1","0.25"
"2000","4462","1","53","884","811","R1E","0.05322265625","0","0",NA
"2001","4462","1","53","884","811","R1E","0.05322265625","0","0",NA
"2001","4463","1","137","402","844","R1W","0.007598876953125","0","0",NA
"2002","4463","1","137","402","844","R1W","0.007598876953125","0","0",NA
"2001","4464","1","282","163","611","SSW","0","0","0",NA
"2002","4464","1","282","163","611","SSW","0","0","0",NA
"2002","4466","2","120","1090","830","R1E","0","0","0",NA
"2000","4470","2","103","986","912","R1E","0","0","0",NA
"2001","4470","2","103","986","912","R1E","0","0","0",NA
"2001","4473","2","302","172","588","SSW","0.078125","0","0",NA
"2002","4473","2","291","235","597","SSW","0.078125","0","0",NA
"2003","4473","2","291","235","597","SSW","0.078125","5","1","0.038330078125"
"2004","4473","2","291","235","597","SSW","0.078125","0","0",NA
"2000","4474","2","68","943","860","R1E","0.0516815185546875","0","0",NA
"2001","4474","2","68","943","860","R1E","0.0516815185546875","0","0",NA
"2000","4475","2","275","776","861","R1E","0.04266357421875","0","0",NA
"2001","4475","2","275","776","861","R1E","0.04266357421875","1","0",NA
"2005","4491","2","19","842","966","R1E","0","0","0",NA
"2006","4491","2","19","842","966","R1E","0","0","0",NA
"2001","4501","2","117","1087","870","R1E","0","0","0",NA
"2002","4501","2","104","999","909","R1E","0","2","2","0"
"2001","4504","1","104","999","909","R1E","0","0","0",NA
"2002","4504","1","104","999","909","R1E","0","0","0",NA
"2001","4509","1","304","207","524","SSW","0","0","0",NA
"2002","4509","1","304","207","524","SSW","0","0","0",NA
"2001","4510","2","29","814","866","R1E","0.127723693847656","0","0",NA
"2002","4510","2","29","814","866","R1E","0.127723693847656","2","1","0.152927398681641"
"2001","4511","2","219","313","8","R2","0.017578125","0","0",NA
"2002","4511","2","219","313","8","R2","0.017578125","0","0",NA
"2001","4512","1","69","896","857","R1E","0","0","0",NA
"2002","4512","1","69","896","857","R1E","0","0","0",NA
"2001","4516","2","61","940","903","R1E","0","0","0",NA
"2002","4516","2","61","940","903","R1E","0","0","0",NA
"2001","4518","2","82","127","237","R2","0.046875","0","0",NA
"2002","4518","2","82","127","237","R2","0.046875","0","0",NA
"2001","4519","2","9","117","271","R2","0.046875","0","0",NA
"2002","4519","2","9","117","271","R2","0.046875","0","0",NA
"2001","4520","1","169","265","53","R2","0.01416015625","0","0",NA
"2002","4520","1","169","265","53","R2","0.01416015625","0","0",NA
"2001","4521","2","214","288","25","R2","0","0","0",NA
